Time	UTC	ROTORCRAFT_STATUS:cpu_time	ROTORCRAFT_STATUS:vsupply	ROTORCRAFT_STATUS:ap_v_mode	ROTORCRAFT_STATUS:ap_h_mode	ROTORCRAFT_STATUS:arming_status	ROTORCRAFT_STATUS:ap_motors_on	ROTORCRAFT_STATUS:ap_in_flight	ROTORCRAFT_STATUS:ap_mode	ROTORCRAFT_STATUS:gps_status	ROTORCRAFT_STATUS:frame_rate	ROTORCRAFT_STATUS:rc_status	ROTORCRAFT_STATUS:motor_nb_err	ROTORCRAFT_STATUS:link_imu_nb_err	VIRT_BARO:PRESSURE	VIRT_BARO:FILT_HEIGHT	VIRT_BARO:HEIGHT	VIRT_BARO:ADC	INS:ins_zdd	INS:ins_ydd	INS:ins_xdd	INS:ins_zd	INS:ins_yd	INS:ins_xd	INS:ins_z	INS:ins_y	INS:ins_x	ROTORCRAFT_NAV_STATUS:horizontal_mode	ROTORCRAFT_NAV_STATUS:cur_stage	ROTORCRAFT_NAV_STATUS:cur_block	ROTORCRAFT_NAV_STATUS:dist_wp	ROTORCRAFT_NAV_STATUS:dist_home	ROTORCRAFT_NAV_STATUS:stage_time	ROTORCRAFT_NAV_STATUS:block_time	GPS_INT:comp_id	GPS_INT:fix	GPS_INT:numsv	GPS_INT:pdop	GPS_INT:tow	GPS_INT:sacc	GPS_INT:pacc	GPS_INT:ecef_zd	GPS_INT:ecef_yd	GPS_INT:ecef_xd	GPS_INT:hmsl	GPS_INT:alt	GPS_INT:lon	GPS_INT:lat	GPS_INT:ecef_z	GPS_INT:ecef_y	GPS_INT:ecef_x	ROTORCRAFT_FP:flight_time	ROTORCRAFT_FP:thrust	ROTORCRAFT_FP:carrot_psi	ROTORCRAFT_FP:carrot_up	ROTORCRAFT_FP:carrot_north	ROTORCRAFT_FP:carrot_east	ROTORCRAFT_FP:psi	ROTORCRAFT_FP:theta	ROTORCRAFT_FP:phi	ROTORCRAFT_FP:vup	ROTORCRAFT_FP:vnorth	ROTORCRAFT_FP:veast	ROTORCRAFT_FP:up	ROTORCRAFT_FP:north	ROTORCRAFT_FP:east	HOVER_LOOP:cmd_heading	HOVER_LOOP:cmd_y	HOVER_LOOP:cmd_x	HOVER_LOOP:err_sum_y	HOVER_LOOP:err_sum_x	HOVER_LOOP:err_yd	HOVER_LOOP:err_xd	HOVER_LOOP:err_y	HOVER_LOOP:err_x	HOVER_LOOP:est_ydd	HOVER_LOOP:est_xdd	HOVER_LOOP:est_yd	HOVER_LOOP:est_xd	HOVER_LOOP:est_y	HOVER_LOOP:est_x	HOVER_LOOP:sp_y	HOVER_LOOP:sp_x	VERT_LOOP:delta_t	VERT_LOOP:fb_cmd	VERT_LOOP:ff_cmd	VERT_LOOP:sum_err	VERT_LOOP:adp_meas	VERT_LOOP:adp_cov	VERT_LOOP:adp_inv_m	VERT_LOOP:ref_zdd	VERT_LOOP:ref_zd	VERT_LOOP:ref_z	VERT_LOOP:est_zdd	VERT_LOOP:est_zd	VERT_LOOP:est_z	VERT_LOOP:zd_sp	VERT_LOOP:z_sp	ROTORCRAFT_CMD:cmd_thrust	ROTORCRAFT_CMD:cmd_yaw	ROTORCRAFT_CMD:cmd_pitch	ROTORCRAFT_CMD:cmd_roll	IMU_MAG_SCALED:mz	IMU_MAG_SCALED:my	IMU_MAG_SCALED:mx	IMU_ACCEL_SCALED:az	IMU_ACCEL_SCALED:ay	IMU_ACCEL_SCALED:ax	IMU_GYRO_SCALED:gr	IMU_GYRO_SCALED:gq	IMU_GYRO_SCALED:gp	ENERGY:power	ENERGY:energy	ENERGY:amp	ENERGY:bat	ATTITUDE:theta	ATTITUDE:psi	ATTITUDE:phi
183.617	11:55:43.378	182	119	1	2	0	1	0	4	3	91	0	1	0	101309.570312	1.284609	1.284609	1305	-1756	-250	-1637	-15390	0	0	-328	-5130	837	0	1	0	0.	20.3	0	182	0	3	8	170	303700	0	0	0	0	0	0	0	116454433	521379766	501224064	79184640	384210144	0	-1313	0	328	0	0	7629	600	332	16241	0	0	328	837	-5130	0.	0	0	0	0	0	0	0	0	-372	-683	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	-1756	-15390	-328	0	-328	-1313	0	-321	-83	1672	1983	1622	-11551	1231	593	361	61	-1874	-255.433487	0	-21.465	11.9	0.14624	1.862793	0.080566
183.717	11:55:43.478	183	119	1	2	0	1	0	4	3	90	0	1	0	101309.445312	1.294453	1.294453	1315	385	-1015	2179	-27624	0	0	-330	-5130	837	0	1	0	0.	20.3	0	182	0	3	8	170	303800	0	0	0	0	0	0	0	116454433	521379766	501224064	79184640	384210144	0	-1313	0	330	0	0	7701	552	344	28634	0	0	330	837	-5130	0.	0	0	0	0	0	0	0	0	-242	4095	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	385	-27624	-330	0	-330	-1313	0	-238	-221	1648	2083	1607	-11355	770	1442	-26	479	-139	-256.207001	0	-21.530001	11.9	0.134766	1.880371	0.083496
183.817	11:55:43.578	183	119	1	2	0	1	0	4	3	90	0	1	0	101309.445312	1.294453	1.294453	1315	1327	95	1873	-30937	0	0	-332	-5130	837	0	1	0	0.	20.3	0	183	0	3	8	170	303900	0	0	0	0	0	0	0	116454433	521379766	501224064	79184640	384210144	0	-1313	0	332	0	0	7761	554	313	29572	0	0	332	837	-5130	0.	0	0	0	0	0	0	0	0	-585	-556	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	1327	-30937	-332	0	-332	-1313	0	-257	-234	1878	1890	1725	-12031	652	201	-296	65	-200	-256.516388	0	-21.556	11.9	0.135492	1.895068	0.077021
183.917	11:55:43.678	183	119	1	2	0	1	0	4	3	90	0	1	0	101309.507812	1.289531	1.289531	1310	200	-98	546	-31446	0	0	-333	-5130	837	0	1	0	0.	20.3	0	183	0	3	8	170	304000	0	0	0	0	0	0	0	116454433	521379766	501224064	79184640	384210144	0	-1313	0	332	0	0	7833	533	332	30912	0	0	332	837	-5130	0.	0	0	0	0	0	0	0	0	-1636	-59	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	200	-31446	-333	0	-333	-1313	0	-263	-139	1733	2012	1653	-10727	348	289	-52	-135	431	-254.041183	0	-21.348	11.9	0.130478	1.910714	0.080102
184.017	11:55:43.778	183	119	1	2	0	1	0	4	3	90	0	1	0	101309.570312	1.284609	1.284609	1305	371	-778	1116	-44712	0	0	-334	-5130	837	0	1	0	0.	20.3	0	183	0	3	8	170	304100	0	0	0	0	0	0	0	116454433	521379766	501224064	79184640	384210144	0	-1313	0	334	0	0	7894	515	328	43885	0	0	334	837	-5130	0.	0	0	0	0	0	0	0	0	-732	742	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	371	-44712	-334	0	-334	-1313	0	-272	-169	1777	1927	1656	-9579	-1765	-235	-492	0	571	-253.2677	0	-21.283001	11.9	0.125805	1.927666	0.080383
184.117	11:55:43.878	183	119	1	2	0	1	0	4	3	90	0	1	0	101309.390625	1.29959	1.29959	1315	-1411	-1826	-190	-40606	0	0	-335	-5130	837	0	1	0	0.	20.3	0	183	0	3	8	170	304200	0	0	0	0	0	0	0	116454433	521379750	501224064	79184640	384210144	0	-1313	0	336	0	0	7953	496	320	41135	0	0	336	837	-5130	0.	0	0	0	0	0	0	0	0	-207	620	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	-1411	-40606	-335	0	-335	-1313	0	-196	-99	1700	1972	1618	-10305	-1108	284	-762	69	-326	-252.958298	0	-21.257	11.9	0.121448	1.94205	0.078322
184.217	11:55:43.978	183	119	1	2	0	1	0	4	3	90	0	1	0	101309.328125	1.304531	1.304531	1320	-341	-1066	28	-50913	0	0	-337	-5130	837	0	1	0	0.	20.3	0	183	0	3	8	170	304300	0	0	0	0	0	0	0	116454433	521379750	501224064	79184640	384210144	0	-1313	0	337	0	0	8026	474	330	51719	0	0	337	837	-5130	0.	0	0	0	0	0	0	0	0	-1283	1286	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	-341	-50913	-337	0	-337	-1313	0	-191	-79	1692	2083	1694	-10403	-382	240	-348	-601	-557	-250.792496	0	-21.075001	11.9	0.115464	1.959859	0.080656
184.317	11:55:44.078	183	119	1	2	0	1	0	4	3	90	0	1	0	101309.507812	1.289707	1.289707	1305	-989	-345	34	-48377	0	0	-337	-5130	837	0	1	0	0.	20.3	0	183	0	3	8	170	304400	0	0	0	0	0	0	0	116454433	521379766	501224064	79184640	384210144	0	-1313	0	338	0	0	8109	468	329	50978	0	0	338	837	-5130	0.	0	0	0	0	0	0	0	0	-816	1014	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	-989	-48377	-337	0	-337	-1313	0	-232	-126	1688	2023	1649	-10271	-2055	-284	-191	-252	-736	-251.720688	0	-21.153	11.9	0.114365	1.980358	0.080288
184.417	11:55:44.178	183	119	1	2	0	1	0	4	3	90	0	1	0	101309.445312	1.294648	1.294648	1310	-1797	-772	628	-51402	0	0	-339	-5130	837	0	1	0	0.	20.3	0	183	0	3	8	170	304500	0	0	0	0	0	0	0	116454433	521379766	501224064	79184640	384210144	0	-1313	0	338	0	0	8210	448	336	49835	0	0	338	837	-5130	0.	0	0	0	0	0	0	0	0	-1318	1426	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	-1797	-51402	-339	0	-339	-1313	0	-217	-149	1668	2072	1660	-8515	-2055	-117	335	-43	-444	-254.814697	0	-21.413	11.9	0.109738	2.004609	0.082031
184.517	11:55:44.278	183	119	1	2	0	1	0	4	3	90	0	1	0	101309.445312	1.294648	1.294648	1310	519	-691	1700	-53928	0	0	-340	-5130	837	0	1	0	0.	20.3	0	183	0	3	8	170	304600	0	0	0	0	0	0	0	116454433	521379750	501224064	79184640	384210144	0	-1313	0	340	0	0	8303	429	341	55074	0	0	340	837	-5130	0.	0	0	0	0	0	0	0	0	426	3200	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	519	-53928	-340	0	-340	-1313	0	-158	-238	1858	1894	1561	-8907	-1702	-436	379	8	217	-255.742889	0	-21.490999	11.9	0.104642	2.027409	0.083386
184.617	11:55:44.378	183	119	1	2	0	1	0	4	3	90	0	1	0	101309.445312	1.294648	1.294648	1310	3398	785	3161	-58700	0	0	-341	-5130	837	0	1	0	0.	20.3	0	183	0	3	8	170	304700	0	0	0	0	0	0	0	116454433	521379750	501224064	79184640	384210144	0	-1313	0	341	0	0	8389	413	335	56933	0	0	341	837	-5130	0.	0	0	0	0	0	0	0	0	-1852	-2490	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	3398	-58700	-341	0	-341	-1313	0	-199	-267	1688	2046	1630	-7023	-2805	-637	313	-213	518	-253.731796	0	-21.322001	11.9	0.100944	2.048807	0.082651
184.717	11:55:44.478	184	119	1	2	0	1	0	4	3	91	0	1	0	101309.507812	1.289707	1.289707	1305	-2400	-1892	-1681	-58089	0	0	-340	-5130	837	0	1	0	0.	20.3	0	183	0	3	8	170	304800	0	0	0	0	0	0	0	116454433	521379750	501224064	79184640	384210144	0	-1313	0	342	0	0	8485	400	327	60465	0	0	342	837	-5130	0.	0	0	0	0	0	0	0	0	-1023	-1461	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	-2400	-58089	-340	0	-340	-1313	0	-179	-128	1870	1957	1740	-7887	-2820	-554	-52	74	409	-250.637802	0	-21.062	11.9	0.097563	2.071947	0.080706
184.817	11:55:44.578	184	119	1	2	0	1	0	4	3	91	0	1	0	101309.507812	1.289707	1.289707	1305	-1231	-1734	-468	-56500	0	0	-341	-5130	837	0	1	0	0.	20.3	0	184	0	3	8	170	304900	0	0	0	0	0	0	0	116454433	521379750	501224064	79184640	384210144	0	-1313	0	341	0	0	8587	380	333	57328	0	0	341	837	-5130	0.	0	0	0	0	0	0	0	0	414	1712	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	-1231	-56500	-341	0	-341	-1313	0	-188	-94	1668	1990	1626	-7352	-3433	-681	-244	-165	745	-250.947189	0	-21.087999	11.9	0.093154	2.094606	0.080688
184.917	11:55:44.678	184	119	1	2	0	1	0	4	3	91	0	1	0	101309.390625	1.299766	1.299766	1310	285	879	1003	-63336	0	0	-343	-5130	837	0	1	0	0.	20.3	0	184	0	3	8	170	305000	0	0	0	0	0	0	0	116454433	521379766	501224064	79184640	384210144	0	-1313	0	342	0	0	8674	364	336	59786	0	0	342	837	-5130	0.	0	0	0	0	0	0	0	0	955	555	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	285	-63336	-343	0	-343	-1313	0	-180	-225	1704	2023	1653	-8279	-3252	642	-387	-453	-34	-253.2677	0	-21.283001	11.9	0.088868	2.118212	0.082191
185.017	11:55:44.778	184	119	1	2	0	1	0	4	3	91	0	1	0	101309.328125	1.304727	1.304727	1315	426	-235	857	-65080	0	0	-345	-5130	837	0	1	0	0.	20.3	0	184	0	3	8	170	305100	0	0	0	0	0	0	0	116454433	521379766	501224064	79184640	384210144	0	-1313	0	345	0	0	8766	344	331	65425	0	0	345	837	-5130	0.	0	0	0	0	0	0	0	0	-176	34	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	426	-65080	-345	0	-345	-1313	0	-156	-199	1761	1894	1721	-9476	-1986	814	-226	-632	-170	-254.350601	0	-21.374001	11.9	0.083984	2.140381	0.081299
185.117	11:55:44.878	184	119	1	2	0	1	0	4	3	91	0	1	0	101309.5625	1.284883	1.284883	1295	816	-881	415	-65738	0	0	-342	-5130	837	0	1	0	0.	20.3	0	184	0	3	8	170	305200	0	0	0	0	0	0	0	116454433	521379750	501224064	79184640	384210144	0	-1306	0	345	0	0	8849	326	331	71307	0	0	345	837	-5130	0.	0	0	0	0	0	0	0	0	-204	899	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	816	-65738	-342	0	-342	-1306	0	-140	-98	1854	1924	1694	-8691	-1152	-402	74	-431	-505	-256.207001	0	-21.530001	11.9	0.079475	2.160585	0.080873
185.217	11:55:44.978	184	119	1	2	0	1	0	4	3	91	0	1	0	101309.390625	1.299766	1.299766	1310	-132	1230	1606	-64485	0	0	-343	-5130	837	0	1	0	0.	20.3	0	184	0	3	8	170	305300	0	0	0	0	0	0	0	116454433	521379750	501224064	79184640	384210144	0	-1313	0	343	0	0	8937	309	328	65820	0	0	343	837	-5130	0.	0	0	0	0	0	0	0	0	140	1063	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	-132	-64485	-343	0	-343	-1313	0	-135	-235	1680	2023	1736	-9878	-809	402	183	-178	-470	-256.516388	0	-21.556	11.9	0.076067	2.180641	0.080051
185.317	11:55:45.078	184	119	1	2	0	1	0	4	3	91	0	1	0	101309.445312	1.294805	1.294805	1305	1547	-121	1331	-63949	0	0	-343	-5130	837	0	1	0	0.	20.3	0	184	0	3	8	170	305400	0	0	0	0	0	0	0	116454433	521379766	501224064	79184640	384210144	0	-1313	0	344	0	0	9027	289	323	64228	0	0	344	837	-5130	0.	0	0	0	0	0	0	0	0	-844	448	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	1547	-63949	-343	0	-343	-1313	0	-129	-198	1822	1864	1660	-9947	-480	608	56	91	-361	-255.124084	0	-21.438999	11.9	0.070741	2.204302	0.07954
185.417	11:55:45.178	184	119	1	2	0	1	0	4	3	91	0	1	0	101309.390625	1.299766	1.299766	1310	1186	-327	1151	-77145	0	0	-347	-5130	837	0	1	0	0.	20.3	0	184	0	3	8	170	305500	0	0	0	0	0	0	0	116454433	521379766	501224064	79184640	384210144	0	-1313	0	344	0	0	9119	274	315	69479	0	0	344	837	-5130	0.	0	0	0	0	0	0	0	0	-48	-1205	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	1186	-77145	-347	0	-347	-1313	0	-147	-78	1676	2035	1580	-11237	186	892	-100	361	244	-254.50528	0	-21.386999	11.9	0.066888	2.226753	0.077122
185.517	11:55:45.278	184	119	1	2	0	1	0	4	3	91	0	1	0	101309.445312	1.294805	1.294805	1305	-2712	371	-1326	-67496	0	0	-345	-5130	837	0	1	0	0.	20.3	0	184	0	3	8	170	305600	0	0	0	0	0	0	0	116454433	521379766	501224064	79184640	384210144	0	-1313	0	347	0	0	9209	260	312	74080	0	0	347	837	-5130	0.	0	0	0	0	0	0	0	0	343	1534	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	-2712	-67496	-345	0	-345	-1313	0	-103	-63	1680	1994	1630	-10442	-328	1231	-244	697	21	-252.958298	0	-21.257	11.9	0.06349	2.249004	0.076298
185.617	11:55:45.378	184	119	1	2	0	1	0	4	3	91	0	1	0	101309.328125	1.304727	1.304727	1315	-1628	-1008	-523	-63784	0	0	-345	-5130	837	0	1	0	0.	20.3	0	184	0	3	8	170	305700	0	0	0	0	0	0	0	116454433	521379750	501224064	79184640	384210144	0	-1313	0	345	0	0	9330	236	314	65297	0	0	345	837	-5130	0.	0	0	0	0	0	0	0	0	235	2230	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	-1628	-63784	-345	0	-345	-1313	0	-83	-189	1826	1909	1687	-11330	721	981	-209	278	-562	-254.041183	0	-21.348	11.9	0.058764	2.275441	0.075719
185.717	11:55:45.478	185	119	1	2	0	1	0	4	3	90	0	1	0	101309.390625	1.299766	1.299766	1310	1616	-42	2562	-63762	0	0	-345	-5130	837	0	1	0	0.	20.3	0	184	0	3	8	170	305800	0	0	0	0	0	0	0	116454433	521379750	501224064	79184640	384210144	0	-1313	0	345	0	0	9423	218	309	64086	0	0	345	837	-5130	0.	0	0	0	0	0	0	0	0	1413	2076	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	1616	-63762	-345	0	-345	-1313	0	-55	-209	1676	1957	1603	-11531	-132	1451	-200	143	-658	-254.814697	0	-21.413	11.9	0.05349	2.301193	0.075519
185.817	11:55:45.578	185	119	1	2	0	1	0	4	3	90	0	1	0	101309.445312	1.294805	1.294805	1305	1813	1666	1431	-49608	0	0	-345	-5130	837	0	1	0	0.	20.3	0	185	0	3	8	170	305900	0	0	0	0	0	0	0	116454433	521379766	501224064	79184640	384210144	0	-1313	0	345	0	0	9543	165	238	48428	0	0	345	837	-5130	0.	0	0	0	0	0	0	0	0	140	548	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	1813	-49608	-345	0	-345	-1313	0	-15	-191	1858	1779	1679	-10560	691	377	143	-56	-1237	-254.814697	0	-21.413	11.9	0.040012	2.330194	0.058893
185.917	11:55:45.678	185	119	1	2	0	1	0	4	3	90	0	1	0	101309.390625	1.299902	1.299902	1305	431	716	1491	-68701	0	0	-348	-5130	837	0	1	0	0.	20.3	0	185	0	3	8	170	306000	0	0	0	0	0	0	0	116454433	521379750	501224064	79184640	384210144	0	-1313	0	345	0	0	9641	156	259	61384	0	0	345	837	-5130	0.	0	0	0	0	0	0	0	0	724	629	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	-1842	-65204	-345	0	-345	-1313	0	-13	-31	1664	2086	1645	-11502	985	166	627	-4	-653	-252.803589	0	-21.243999	11.9	0.037935	2.354365	0.063498
186.017	11:55:45.778	185	119	1	2	0	1	0	4	3	90	0	1	0	101309.445312	1.294922	1.294922	1300	-1679	-271	-460	-59621	0	0	-345	-5130	837	0	1	0	0.	20.3	0	185	0	3	8	170	306100	0	0	0	0	0	0	0	116454433	521379750	501224064	79184640	384210144	0	-1313	0	345	0	0	9749	168	224	59268	0	0	345	837	-5130	0.	0	0	0	0	0	0	0	0	2129	1012	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	-1679	-59621	-345	0	-345	-1313	0	-181	-129	1809	1890	1645	-9245	-14	-112	-767	1011	108	-253.112991	0	-21.27	11.9	0.039708	2.379431	0.053869
186.117	11:55:45.878	185	119	1	2	0	1	0	4	3	90	0	1	0	101309.5625	1.284961	1.284961	1290	613	1733	1062	-26094	0	0	-344	-5130	837	0	1	0	0.	20.3	0	185	0	3	8	170	306200	0	0	0	0	0	0	0	116454433	521379750	501224064	79184640	384210144	0	-1313	0	344	0	0	9788	197	217	27964	0	0	344	837	-5130	0.	0	0	0	0	0	0	0	0	169	986	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	613	-26094	-344	0	-344	-1313	0	-12	-116	1704	2001	1683	-10835	-1226	779	-1089	-527	-56	-252.030106	0	-21.179001	11.9	0.048099	2.389634	0.053053
186.217	11:55:45.978	185	119	1	2	0	1	0	4	3	90	0	1	0	101309.6875	1.275	1.275	1280	31	-889	-75	-21993	0	0	-342	-5130	837	0	1	0	0.	20.3	0	185	0	3	8	170	306300	0	0	0	0	0	0	0	116454433	521379750	501224064	79184640	384210144	0	-1313	0	342	0	0	9845	144	184	20634	0	0	342	837	-5130	0.	0	0	0	0	0	0	0	0	-1226	592	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	31	-21993	-342	0	-342	-1313	0	-46	-165	1717	1935	1645	-10913	-304	117	-440	-832	440	-252.494202	0	-21.218	11.9	0.034912	2.404045	0.045507
186.317	11:55:46.078	185	119	1	2	0	1	0	4	3	90	0	1	0	101309.742188	1.27002	1.27002	1275	196	1238	295	-24105	0	0	-339	-5130	837	0	1	0	0.	20.3	0	185	0	3	8	170	306400	0	0	0	0	0	0	0	116454433	521379750	501224064	79184640	384210144	0	-1313	0	339	0	0	9932	143	309	23783	0	0	339	837	-5130	0.	0	0	0	0	0	0	0	0	-236	96	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	196	-24105	-339	0	-339	-1313	0	28	-274	1882	1894	1732	-11198	-740	147	331	-1438	26	-255.433487	0	-21.465	11.9	0.034424	2.425293	0.075928
186.417	11:55:46.178	185	119	1	2	0	1	0	4	3	90	0	1	0	101309.804688	1.265039	1.265039	1270	-988	-544	185	-58345	0	0	-338	-5130	837	0	1	0	0.	20.3	0	185	0	3	8	170	306500	0	0	0	0	0	0	0	116454433	521379750	501224064	79184640	384210144	0	-1313	0	338	0	0	10084	25	312	60361	0	0	338	837	-5130	0.	0	0	0	0	0	0	0	0	377	335	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	-988	-58345	-338	0	-338	-1313	0	-9	-149	1680	1972	1668	-10555	-500	-421	122	217	-148	-253.422394	0	-21.296	11.9	0.005615	2.459961	0.075684
186.517	11:55:46.278	185	119	1	2	0	1	0	4	3	90	0	1	0	101309.921875	1.255078	1.255078	1260	1221	201	112	-79785	0	0	-338	-5130	837	0	1	0	0.	20.3	0	185	0	3	8	170	306600	0	0	0	0	0	0	0	116454433	521379750	501224064	79184640	384210144	0	-1313	0	338	0	0	10206	37	257	78188	0	0	338	837	-5130	0.	0	0	0	0	0	0	0	0	1069	-151	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	1221	-79785	-338	0	-338	-1313	0	-53	-77	1741	1916	1774	-7960	-573	-181	427	448	-536	-255.588196	0	-21.478001	11.9	0.009127	2.492584	0.062891
186.617	11:55:46.378	185	119	1	2	0	1	0	4	3	90	0	1	0	101309.921875	1.255078	1.255078	1260	-1213	335	-1246	-71684	0	0	-338	-5130	837	0	1	0	0.	20.3	0	185	0	3	8	170	306700	0	0	0	0	0	0	0	116454433	521379750	501224064	79184640	384210144	0	-1313	0	338	0	0	10346	67	246	71546	0	0	338	837	-5130	0.	0	0	0	0	0	0	0	0	-438	-1918	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	-1213	-71684	-338	0	-338	-1313	0	-49	-70	1858	1764	1687	-6749	-2418	362	61	95	4	-255.588196	0	-21.478001	11.9	0.016483	2.526503	0.060378
186.717	11:55:46.478	186	119	1	2	0	1	0	4	3	91	0	1	0	101309.921875	1.255078	1.255078	1260	-2418	-442	-1371	-73197	0	0	-337	-5130	837	0	1	0	0.	20.3	0	185	0	3	8	170	306800	0	0	0	0	0	0	0	116454433	521379750	501224064	79184640	384210144	0	-1313	0	337	0	0	10463	31	229	75535	0	0	337	837	-5130	0.	0	0	0	0	0	0	0	0	1958	1953	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	-2418	-73197	-337	0	-337	-1313	0	43	2	1721	2009	1584	-8201	-1574	-181	-43	-453	-1700	-254.350601	0	-21.374001	11.9	0.007363	2.555079	0.05541
186.817	11:55:46.578	186	119	1	2	0	1	0	4	3	91	0	1	0	101309.867188	1.260059	1.260059	1265	2110	1261	1423	-75726	0	0	-338	-5130	837	0	1	0	0.	20.3	0	186	0	3	8	170	306900	0	0	0	0	0	0	0	116454433	521379750	501224064	79184640	384210144	0	-1313	0	337	0	0	10570	13	190	72166	0	0	337	837	-5130	0.	0	0	0	0	0	0	0	0	-471	-203	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	2110	-75726	-338	0	-338	-1313	0	50	-190	1813	1857	1641	-10732	19	-44	-366	-196	-1464	-255.588196	0	-21.478001	11.9	0.003211	2.581174	0.046611
186.917	11:55:46.678	186	119	1	2	0	1	0	4	3	91	0	1	0	101309.804688	1.265039	1.265039	1270	1668	2153	2006	-81334	0	0	-341	-5130	837	0	1	0	0.	20.3	0	186	0	3	8	170	307000	0	0	0	0	0	0	0	116454433	521379750	501224064	79184640	384210144	0	-1313	0	338	0	0	10674	9	175	77133	0	0	338	837	-5130	0.	0	0	0	0	0	0	0	0	-1060	-1248	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	-2092	-78367	-338	0	-338	-1313	0	-8	8	1927	1816	1729	-11688	299	117	-300	74	-1251	-252.803589	0	-21.243999	11.9	0.002295	2.606502	0.043058
187.017	11:55:46.778	186	119	1	2	0	1	0	4	3	91	0	1	0	101309.867188	1.260059	1.260059	1265	-2117	-1572	-509	-72309	0	0	-338	-5130	837	0	1	0	0.	20.3	0	186	0	3	8	170	307100	0	0	0	0	0	0	0	116454433	521379750	501224064	79184640	384210144	0	-1313	0	338	0	0	10746	-7	170	72864	0	0	338	837	-5130	0.	0	0	0	0	0	0	0	0	716	-464	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	-2117	-72309	-338	0	-338	-1313	0	85	22	1668	1898	1698	-10119	-318	-559	-113	-623	-1067	-252.958298	0	-21.257	11.9	-0.001953	2.624023	0.041016
187.117	11:55:46.878	186	119	1	2	0	1	0	4	3	91	0	1	0	101309.867188	1.260059	1.260059	1265	-445	768	186	-77649	0	0	-338	-5130	837	0	1	0	0.	20.3	0	186	0	3	8	170	307200	0	0	0	0	0	0	0	116454433	521379750	501224064	79184640	384210144	0	-1313	0	338	0	0	10823	-29	159	79294	0	0	338	837	-5130	0.	0	0	0	0	0	0	0	0	367	1165	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	-445	-77649	-338	0	-338	-1313	0	-12	-21	1797	1868	1675	-9633	-568	-632	-239	78	-1237	-253.422394	0	-21.296	11.9	-0.007134	2.642743	0.038488
187.217	11:55:46.978	186	119	1	2	0	1	0	4	3	91	0	1	0	101309.742188	1.27002	1.27002	1275	573	2071	832	-70931	0	0	-339	-5130	837	0	1	0	0.	20.3	0	186	0	3	8	170	307300	0	0	0	0	0	0	0	116454433	521379750	501224064	79184640	384210144	0	-1313	0	339	0	0	10922	-50	130	74015	0	0	339	837	-5130	0.	0	0	0	0	0	0	0	0	2719	916	0	0	-5130	837	0	0	0	0	0	0	0	26214	57147	0	0	0	573	-70931	-339	0	-339	-1313	0	19	-103	1704	2020	1641	-9167	367	14	-61	34	-1333	-252.958298	0	-21.257	11.9	-0.012108	2.666974	0.031758
