Time	UTC	ROTORCRAFT_STATUS:cpu_time	ROTORCRAFT_STATUS:vsupply	ROTORCRAFT_STATUS:ap_v_mode	ROTORCRAFT_STATUS:ap_h_mode	ROTORCRAFT_STATUS:arming_status	ROTORCRAFT_STATUS:ap_motors_on	ROTORCRAFT_STATUS:ap_in_flight	ROTORCRAFT_STATUS:ap_mode	ROTORCRAFT_STATUS:gps_status	ROTORCRAFT_STATUS:frame_rate	ROTORCRAFT_STATUS:rc_status	ROTORCRAFT_STATUS:motor_nb_err	ROTORCRAFT_STATUS:link_imu_nb_err	VIRT_BARO:PRESSURE	VIRT_BARO:FILT_HEIGHT	VIRT_BARO:HEIGHT	VIRT_BARO:ADC	INS:ins_zdd	INS:ins_ydd	INS:ins_xdd	INS:ins_zd	INS:ins_yd	INS:ins_xd	INS:ins_z	INS:ins_y	INS:ins_x	ROTORCRAFT_NAV_STATUS:horizontal_mode	ROTORCRAFT_NAV_STATUS:cur_stage	ROTORCRAFT_NAV_STATUS:cur_block	ROTORCRAFT_NAV_STATUS:dist_wp	ROTORCRAFT_NAV_STATUS:dist_home	ROTORCRAFT_NAV_STATUS:stage_time	ROTORCRAFT_NAV_STATUS:block_time	GPS_INT:comp_id	GPS_INT:fix	GPS_INT:numsv	GPS_INT:pdop	GPS_INT:tow	GPS_INT:sacc	GPS_INT:pacc	GPS_INT:ecef_zd	GPS_INT:ecef_yd	GPS_INT:ecef_xd	GPS_INT:hmsl	GPS_INT:alt	GPS_INT:lon	GPS_INT:lat	GPS_INT:ecef_z	GPS_INT:ecef_y	GPS_INT:ecef_x	ROTORCRAFT_FP:flight_time	ROTORCRAFT_FP:thrust	ROTORCRAFT_FP:carrot_psi	ROTORCRAFT_FP:carrot_up	ROTORCRAFT_FP:carrot_north	ROTORCRAFT_FP:carrot_east	ROTORCRAFT_FP:psi	ROTORCRAFT_FP:theta	ROTORCRAFT_FP:phi	ROTORCRAFT_FP:vup	ROTORCRAFT_FP:vnorth	ROTORCRAFT_FP:veast	ROTORCRAFT_FP:up	ROTORCRAFT_FP:north	ROTORCRAFT_FP:east	HOVER_LOOP:cmd_heading	HOVER_LOOP:cmd_y	HOVER_LOOP:cmd_x	HOVER_LOOP:err_sum_y	HOVER_LOOP:err_sum_x	HOVER_LOOP:err_yd	HOVER_LOOP:err_xd	HOVER_LOOP:err_y	HOVER_LOOP:err_x	HOVER_LOOP:est_ydd	HOVER_LOOP:est_xdd	HOVER_LOOP:est_yd	HOVER_LOOP:est_xd	HOVER_LOOP:est_y	HOVER_LOOP:est_x	HOVER_LOOP:sp_y	HOVER_LOOP:sp_x	VERT_LOOP:delta_t	VERT_LOOP:fb_cmd	VERT_LOOP:ff_cmd	VERT_LOOP:sum_err	VERT_LOOP:adp_meas	VERT_LOOP:adp_cov	VERT_LOOP:adp_inv_m	VERT_LOOP:ref_zdd	VERT_LOOP:ref_zd	VERT_LOOP:ref_z	VERT_LOOP:est_zdd	VERT_LOOP:est_zd	VERT_LOOP:est_z	VERT_LOOP:zd_sp	VERT_LOOP:z_sp	ROTORCRAFT_CMD:cmd_thrust	ROTORCRAFT_CMD:cmd_yaw	ROTORCRAFT_CMD:cmd_pitch	ROTORCRAFT_CMD:cmd_roll	IMU_MAG_SCALED:mz	IMU_MAG_SCALED:my	IMU_MAG_SCALED:mx	IMU_ACCEL_SCALED:az	IMU_ACCEL_SCALED:ay	IMU_ACCEL_SCALED:ax	IMU_GYRO_SCALED:gr	IMU_GYRO_SCALED:gq	IMU_GYRO_SCALED:gp	ENERGY:power	ENERGY:energy	ENERGY:amp	ENERGY:bat	ATTITUDE:theta	ATTITUDE:psi	ATTITUDE:phi
57.317	11:53:37.078	56	120	1	2	0	1	0	4	3	91	0	1	0	101315.070312	0.826758	0.826758	850	-1542	-958	14	-9272	0	0	-198	-7377	-1602	0	1	0	0.	29.1	0	56	0	3	8	170	57500	0	0	0	0	0	0	0	116453166	521378900	501223456	79183928	384211040	0	-1313	0	198	0	0	-3097	698	-380	9279	0	0	198	-1602	-7377	0.	0	0	0	0	0	0	0	0	-344	348	0	0	-7377	-1602	0	0	0	0	0	0	0	26214	57147	0	0	0	-1542	-9272	-198	0	-198	-1313	0	-248	139	1862	1139	1960	-11281	534	1329	-788	-880	510	-258.515991	0	-21.542999	12.	0.169978	-0.755989	-0.092635
57.417	11:53:37.178	56	120	1	2	0	1	0	4	3	91	0	1	0	101315.460938	0.79418	0.79418	810	-2038	-808	-314	-17985	0	0	-199	-7357	-1605	0	1	0	0.	29.1	0	56	0	3	8	170	57600	0	0	0	0	0	0	0	116453166	521378883	501223456	79183936	384211040	0	-1313	0	199	0	0	-3026	609	-411	18046	0	0	199	-1605	-7357	0.	0	0	0	0	0	0	0	0	-57	-1309	0	0	-7357	-1605	0	0	0	0	0	0	0	26214	57147	0	0	0	-2038	-17985	-199	0	-199	-1313	0	-309	301	1822	1224	1983	-10153	-156	1790	-435	-1455	754	-256.488007	0	-21.374001	12.	0.148892	-0.738619	-0.100886
57.517	11:53:37.278	56	120	1	2	0	1	0	4	3	91	0	1	0	101315.75	0.769668	0.769668	785	450	-845	-708	15791	0	0	-199	-7398	-1600	0	1	0	0.	29.1	0	56	0	3	8	170	57700	0	0	0	0	0	0	0	116453150	521378900	501223456	79183920	384211040	0	-1313	0	199	0	0	-2961	658	-479	-14569	0	0	199	-1600	-7398	0.	0	0	0	0	0	0	0	0	569	-1673	0	0	-7398	-1600	0	0	0	0	0	0	0	26214	57147	0	0	0	450	15791	-199	0	-199	-1313	0	-437	395	1850	1135	2052	-9540	-142	137	-348	-361	-252	-256.019989	0	-21.334999	12.	0.16151	-0.722637	-0.117448
57.617	11:53:37.378	56	120	1	2	0	1	0	4	3	91	0	1	0	101315.671875	0.776367	0.776367	795	-605	29	661	45130	0	0	-196	-7398	-1600	0	1	0	0.	29.1	0	56	0	3	8	170	57800	0	0	0	0	0	0	0	116453133	521378883	501223456	79183920	384211040	0	-1313	0	197	0	0	-2899	787	-512	-42821	0	0	197	-1600	-7398	0.	0	0	0	0	0	0	0	0	208	-1293	0	0	-7398	-1600	0	0	0	0	0	0	0	26214	57147	0	0	0	-605	45130	-196	0	-196	-1313	0	-503	403	1838	1113	1983	-8843	431	1191	43	553	-775	-256.643982	0	-21.386999	12.	0.193177	-0.707364	-0.125734
57.717	11:53:37.478	57	120	1	2	0	1	0	4	3	90	0	1	0	101315.828125	0.763535	0.763535	785	-887	1320	-770	33081	0	0	-196	-7436	-1592	0	1	0	0.	29.1	0	56	0	3	8	170	57900	0	0	0	0	0	0	0	116453116	521378883	501223456	79183904	384211040	0	-1313	0	196	0	0	-2811	871	-531	-32496	0	0	196	-1592	-7436	0.	0	0	0	0	0	0	0	0	746	-1538	0	0	-7436	-1592	0	0	0	0	0	0	0	26214	57147	0	0	0	-887	33081	-196	0	-196	-1313	0	-381	220	1862	1110	1915	-10820	2344	1039	-178	958	-1224	-256.955994	0	-21.413	12.	0.212447	-0.688684	-0.130447
57.817	11:53:37.578	57	120	1	2	0	1	0	4	3	90	0	1	0	101315.460938	0.794375	0.794375	820	-949	-1024	-1074	-7144	0	0	-195	-7436	-1592	0	1	0	0.	29.7	0	57	0	3	8	170	58000	0	0	0	0	0	0	0	116453116	521378883	501223456	79183904	384211040	0	-1313	0	195	0	0	-2617	903	-414	7689	0	0	195	-1592	-7436	0.	0	0	0	0	0	0	0	0	-1287	-1356	0	0	-7436	-1592	0	0	0	0	0	0	0	26214	57147	0	0	0	-949	-7144	-195	0	-195	-1313	0	-384	155	1898	1184	1945	-11556	2928	853	252	161	-222	-257.736023	0	-21.478001	12.	0.220215	-0.638428	-0.10083
57.917	11:53:37.678	57	120	1	2	0	1	0	4	3	90	0	1	0	101315.804688	0.765312	0.765312	790	-2700	693	-177	-39382	0	0	-196	-7475	-1653	0	1	0	0.	29.7	0	57	0	3	8	170	58100	0	0	0	0	0	0	0	116453100	521378883	501223456	79183896	384211072	0	-1313	0	196	0	0	-2497	816	-398	38364	0	0	196	-1653	-7475	0.	0	0	0	0	0	0	0	0	918	-2751	0	0	-7475	-1653	0	0	0	0	0	0	0	26214	57147	0	0	0	-2700	-39382	-196	0	-196	-1313	0	-333	266	1870	1172	1930	-10305	-598	564	732	-540	95	-255.396011	0	-21.283001	12.	0.198916	-0.609013	-0.097288
58.017	11:53:37.778	57	120	1	2	0	1	0	4	3	90	0	1	0	101315.882812	0.758672	0.758672	780	-569	-502	-2048	-54067	0	0	-198	-7475	-1653	0	1	0	0.	29.7	0	57	0	3	8	170	58200	0	0	0	0	0	0	0	116453100	521378883	501223456	79183896	384211072	0	-1313	0	198	0	0	-2359	867	-376	59626	0	0	198	-1653	-7475	0.	0	0	0	0	0	0	0	0	-1458	-2239	0	0	-7475	-1653	0	0	0	0	0	0	0	26214	57147	0	0	0	-569	-54067	-198	0	-198	-1313	0	-646	216	1850	1235	1922	-11570	1226	-206	296	-1020	-200	-254.927994	0	-21.243999	12.	0.21273	-0.57528	-0.091717
58.117	11:53:37.878	57	120	1	2	0	1	0	4	3	90	0	1	0	101315.710938	0.773262	0.773262	795	882	-746	-1791	-11583	0	0	-199	-7513	-1646	0	1	0	0.	29.7	0	57	0	3	8	170	58300	0	0	0	0	0	0	0	116453083	521378883	501223456	79183880	384211072	0	-1313	0	199	0	0	-2264	949	-399	11242	0	0	199	-1646	-7513	0.	0	0	0	0	0	0	0	0	-1390	-2177	0	0	-7513	-1646	0	0	0	0	0	0	0	26214	57147	0	0	0	882	-11583	-199	0	-199	-1313	0	-423	265	1910	1135	1862	-11114	784	2712	-170	1015	505	-258.20401	0	-21.517	12.	0.231717	-0.553832	-0.096084
58.217	11:53:37.978	57	120	1	2	0	1	0	4	3	90	0	1	0	101315.90625	0.757402	0.757402	785	3924	-1795	-1891	32828	0	0	-198	-7416	-1594	0	1	0	0.	29.7	0	57	0	3	8	170	58400	0	0	0	0	0	0	0	116453133	521378900	501223456	79183912	384211040	0	-1313	0	198	0	0	-2186	984	-458	-33928	0	0	198	-1594	-7416	0.	0	0	0	0	0	0	0	0	-294	-1128	0	0	-7416	-1594	0	0	0	0	0	0	0	26214	57147	0	0	0	3924	32828	-198	0	-198	-1313	0	-352	237	1878	1124	1808	-9878	1005	500	-815	91	-1015	-254.615997	0	-21.218	12.	0.240022	-0.533327	-0.111814
58.317	11:53:38.078	57	120	1	2	0	1	0	4	3	90	0	1	0	101315.632812	0.779844	0.779844	805	1650	-186	-1718	44371	0	0	-197	-6973	-1735	0	1	0	0.	29.7	0	57	0	3	8	170	58500	0	0	0	0	0	0	0	116453383	521378850	501223456	79184096	384211072	0	-1313	0	197	0	0	-2100	853	-448	-46521	0	0	197	-1735	-6973	0.	0	0	0	0	0	0	0	0	1756	-2048	0	0	-6973	-1735	0	0	0	0	0	0	0	26214	57147	0	0	0	1650	44371	-197	0	-197	-1313	0	-135	175	1967	1143	1922	-13282	1976	83	-496	-2380	414	-252.587997	0	-21.049	12.	0.207074	-0.51206	-0.109017
58.417	11:53:38.178	57	120	1	2	0	1	0	4	3	90	0	1	0	101315.5	0.791016	0.791016	810	-912	1587	-381	-3764	0	0	-195	-7050	-1889	0	1	0	0.	29.7	0	57	0	3	8	170	58600	0	0	0	0	0	0	0	116453333	521378816	501223392	79184072	384211104	0	-1313	0	197	0	0	-2008	723	-390	6091	0	0	197	-1889	-7050	0.	0	0	0	0	0	0	0	0	-135	-345	0	0	-7050	-1889	0	0	0	0	0	0	0	26214	57147	0	0	0	-2001	-10448	-197	0	-197	-1313	0	-229	224	1830	1084	1998	-11193	1589	2898	-74	-884	-427	-253.992004	0	-21.166	12.	0.176299	-0.489521	-0.095262
58.517	11:53:38.278	57	120	1	2	0	1	0	4	3	90	0	1	0	101315.40625	0.799082	0.799082	815	-1210	190	-494	-41476	0	0	-199	-7206	-1930	0	1	0	0.	29.7	0	57	0	3	8	170	58700	0	0	0	0	0	0	0	116453266	521378799	501223392	79184016	384211136	0	-1313	0	199	0	0	-1921	627	-403	41935	0	0	199	-1930	-7206	0.	0	0	0	0	0	0	0	0	600	-1300	0	0	-7206	-1930	0	0	0	0	0	0	0	26214	57147	0	0	0	-1210	-41476	-199	0	-199	-1313	0	-163	313	2011	1006	2025	-9942	377	1736	-239	-1046	-880	-255.396011	0	-21.283001	12.	0.155273	-0.471191	-0.096924
58.617	11:53:38.378	57	120	1	2	0	1	0	4	3	90	0	1	0	101315.164062	0.818691	0.818691	835	1160	-865	-2155	-29919	0	0	-203	-7206	-1930	0	1	0	0.	29.7	0	57	0	3	8	170	58800	0	0	0	0	0	0	0	116453266	521378783	501223392	79184016	384211136	0	-1313	0	203	0	0	-1858	593	-475	29151	0	0	203	-1930	-7206	0.	0	0	0	0	0	0	0	0	-20	-1707	0	0	-7206	-1930	0	0	0	0	0	0	0	26214	57147	0	0	0	1160	-29919	-203	0	-203	-1313	0	-245	387	1838	1187	2010	-10114	34	1491	-366	74	-1477	-255.708008	0	-21.309	12.	0.145038	-0.45326	-0.116619
58.717	11:53:38.478	58	120	1	2	0	1	0	4	3	91	0	1	0	101314.914062	0.839844	0.839844	860	901	174	-1143	19522	0	0	-205	-7575	-1635	0	1	0	0.	29.7	0	57	0	3	8	170	58900	0	0	0	0	0	0	0	116453033	521378866	501223456	79183856	384211072	0	-1313	0	205	0	0	-1769	662	-556	-20077	0	0	205	-1635	-7575	0.	0	0	0	0	0	0	0	0	-374	-1517	0	0	-7575	-1635	0	0	0	0	0	0	0	26214	57147	0	0	0	901	19522	-205	0	-205	-1313	0	-385	306	1818	902	2086	-7906	68	1456	-104	1351	-91	-255.864014	0	-21.322001	12.	0.162442	-0.431493	-0.13608
58.817	11:53:38.578	58	120	1	2	0	1	0	4	3	91	0	1	0	101314.953125	0.836484	0.836484	860	443	-1712	630	41841	0	0	-205	-7613	-1630	0	1	0	0.	30.4	0	58	0	3	8	170	59000	0	0	0	0	0	0	0	116453016	521378866	501223456	79183840	384211072	0	-1313	0	205	0	0	-1713	724	-581	-40922	0	0	205	-1630	-7613	0.	0	0	0	0	0	0	0	0	-1770	-247	0	0	-7613	-1630	0	0	0	0	0	0	0	26214	57147	0	0	0	443	41841	-205	0	-205	-1313	0	-313	338	1846	1050	1995	-8309	-539	1962	-714	47	-605	-255.084	0	-21.257	12.	0.177176	-0.417956	-0.14241
58.917	11:53:38.678	58	120	1	2	0	1	0	4	3	91	0	1	0	101314.773438	0.851074	0.851074	875	1694	-394	-1750	12772	0	0	-206	-7633	-1625	0	1	0	0.	30.4	0	58	0	3	8	170	59100	0	0	0	0	0	0	0	116453000	521378866	501223456	79183832	384211072	0	-1313	0	206	0	0	-1698	688	-602	-11642	0	0	206	-1625	-7633	0.	0	0	0	0	0	0	0	0	498	-1625	0	0	-7633	-1625	0	0	0	0	0	0	0	26214	57147	0	0	0	1694	12772	-206	0	-206	-1313	0	-215	332	1870	1076	1900	-8127	127	-93	100	-200	-488	-255.708008	0	-21.309	12.	0.168121	-0.416758	-0.145728
59.017	11:53:38.778	58	120	1	2	0	1	0	4	3	91	0	1	0	101315.265625	0.810547	0.810547	830	2509	-2006	-1692	-9949	0	0	-206	-7633	-1625	0	1	0	0.	30.4	0	58	0	3	8	170	59200	0	0	0	0	0	0	0	116453000	521378866	501223456	79183832	384211072	0	-1313	0	206	0	0	-1560	725	-492	8565	0	0	206	-1625	-7633	0.	0	0	0	0	0	0	0	0	-963	-2307	0	0	-7633	-1625	0	0	0	0	0	0	0	26214	57147	0	0	0	2509	-9949	-206	0	-206	-1313	0	-332	68	1846	1110	2002	-8583	-206	-701	366	30	1747	-257.891998	0	-21.490999	12.	0.176639	-0.380296	-0.119328
59.117	11:53:38.878	58	120	1	2	0	1	0	4	3	91	0	1	0	101315.34375	0.803984	0.803984	820	2166	-1409	-2877	-38606	0	0	-207	-7674	-1620	0	1	0	0.	30.4	0	58	0	3	8	170	59300	0	0	0	0	0	0	0	116452983	521378866	501223456	79183816	384211072	0	-1313	0	207	0	0	-1508	656	-400	38250	0	0	207	-1620	-7674	0.	0	0	0	0	0	0	0	0	262	-1769	0	0	-7674	-1620	0	0	0	0	0	0	0	26214	57147	0	0	0	2166	-38606	-207	0	-207	-1313	0	-210	151	1838	1147	1968	-11026	426	-804	-680	-1216	531	-254.927994	0	-21.243999	12.	0.159626	-0.367983	-0.097503
59.217	11:53:38.978	58	120	1	2	0	1	0	4	3	91	0	1	0	101314.929688	0.838301	0.838301	855	577	-1438	-1638	-75476	0	0	-211	-7695	-1617	0	1	0	0.	30.4	0	58	0	3	8	170	59400	0	0	0	0	0	0	0	116452966	521378866	501223456	79183808	384211072	0	-1313	0	211	0	0	-1431	675	-432	73748	0	0	211	-1617	-7695	0.	0	0	0	0	0	0	0	0	-678	-761	0	0	-7695	-1617	0	0	0	0	0	0	0	26214	57147	0	0	0	577	-75476	-211	0	-211	-1313	0	-373	227	1846	1172	1960	-10197	14	441	-231	553	-326	-256.175995	0	-21.348	12.	0.165039	-0.349121	-0.105713
59.317	11:53:39.078	58	120	1	2	0	1	0	4	3	91	0	1	0	101314.617188	0.864258	0.864258	885	1274	-767	-809	-41528	0	0	-215	-7695	-1617	0	1	0	0.	30.4	0	58	0	3	8	170	59500	0	0	0	0	0	0	0	116452966	521378866	501223456	79183808	384211072	0	-1313	0	215	0	0	-1321	730	-525	38868	0	0	215	-1617	-7695	0.	0	0	0	0	0	0	0	0	412	-2049	0	0	-7695	-1617	0	0	0	0	0	0	0	26214	57147	0	0	0	1274	-41528	-215	0	-215	-1313	0	-463	415	1846	1202	1915	-10879	1128	-147	-139	937	-867	-256.175995	0	-21.348	12.	0.176587	-0.324397	-0.126628
59.417	11:53:39.178	58	120	1	2	0	1	0	4	3	91	0	1	0	101314.3125	0.88998	0.88998	915	1328	-2523	886	-2521	0	0	-216	-7751	-1674	0	1	0	0.	30.4	0	58	0	3	8	170	59600	0	0	0	0	0	0	0	116452949	521378866	501223456	79183792	384211104	0	-1313	0	218	0	0	-1222	749	-540	5009	0	0	218	-1674	-7751	0.	0	0	0	0	0	0	0	0	327	-1731	0	0	-7751	-1674	0	0	0	0	0	0	0	26214	57147	0	0	0	-108	-3873	-218	0	-218	-1313	0	-234	415	1874	1110	1934	-9868	779	68	126	-1194	-710	-252.744003	0	-21.062	12.	0.18316	-0.297738	-0.132164
59.517	11:53:39.278	58	120	1	2	0	1	0	4	3	91	0	1	0	101315.03125	0.830078	0.830078	850	-1685	1064	-1499	588	0	0	-217	-7751	-1674	0	1	0	0.	30.4	0	58	0	3	8	170	59700	0	0	0	0	0	0	0	116452949	521378866	501223456	79183792	384211104	0	-1313	0	217	0	0	-1143	639	-464	1719	0	0	217	-1674	-7751	0.	0	0	0	0	0	0	0	0	-455	-432	0	0	-7751	-1674	0	0	0	0	0	0	0	26214	57147	0	0	0	-1685	588	-217	0	-217	-1313	0	-156	89	1838	1110	1941	-11722	2109	1128	-627	-1176	1416	-253.524017	0	-21.127001	12.	0.156141	-0.278833	-0.112627
59.617	11:53:39.378	58	120	1	2	0	1	0	4	3	91	0	1	0	101315.125	0.821953	0.821953	835	-1672	218	539	-32409	0	0	-216	-7728	-1743	0	1	0	0.	30.4	0	58	0	3	8	170	59800	0	0	0	0	0	0	0	116452949	521378850	501223456	79183808	384211136	0	-1313	0	217	0	0	-1073	566	-320	34395	0	0	217	-1743	-7728	0.	0	0	0	0	0	0	0	0	551	170	0	0	-7728	-1743	0	0	0	0	0	0	0	26214	57147	0	0	0	-1672	-32409	-216	0	-216	-1313	0	-85	137	1813	1202	1968	-10643	961	2413	-867	-1046	13	-254.303986	0	-21.191999	12.	0.137785	-0.261801	-0.078347
59.717	11:53:39.478	59	120	1	2	0	1	0	4	3	90	0	1	0	101315.265625	0.810391	0.810391	820	-192	523	-999	-52290	0	0	-217	-7767	-1738	0	1	0	0.	30.4	0	58	0	3	8	170	59900	0	0	0	0	0	0	0	116452933	521378850	501223456	79183792	384211136	0	-1313	0	216	0	0	-1010	444	-326	47762	0	0	216	-1738	-7767	0.	0	0	0	0	0	0	0	0	128	287	0	0	-7767	-1738	0	0	0	0	0	0	0	26214	57147	0	0	0	-192	-52290	-217	0	-217	-1313	0	-99	133	1818	1357	2044	-11409	461	1084	-980	-1020	226	-253.835999	0	-21.153	12.	0.107731	-0.246436	-0.079679
59.817	11:53:39.578	59	120	1	2	0	1	0	4	3	90	0	1	0	101315.03125	0.830156	0.830156	840	-599	488	-522	-36127	0	0	-218	-7787	-1733	0	1	0	0.	31.2	0	59	0	3	8	170	60000	0	0	0	0	0	0	0	116452916	521378850	501223456	79183784	384211136	0	-1313	0	218	0	0	-952	396	-383	34961	0	0	218	-1733	-7787	0.	0	0	0	0	0	0	0	0	-299	-546	0	0	-7787	-1733	0	0	0	0	0	0	0	26214	57147	0	0	0	-599	-36127	-218	0	-218	-1313	0	-241	308	1999	1217	2120	-10246	534	524	-640	-170	-440	-255.396011	0	-21.283001	12.	0.096924	-0.232178	-0.09375
59.917	11:53:39.678	59	120	1	2	0	1	0	4	3	90	0	1	0	101315.265625	0.810391	0.810391	820	-775	-21	-762	18974	0	0	-216	-7828	-1728	0	1	0	0.	31.2	0	59	0	3	8	170	60100	0	0	0	0	0	0	0	116452899	521378850	501223456	79183768	384211136	0	-1313	0	216	0	0	-884	441	-439	-17883	0	0	216	-1728	-7828	0.	0	0	0	0	0	0	0	0	-529	-1670	0	0	-7828	-1728	0	0	0	0	0	0	0	26214	57147	0	0	0	-775	18974	-216	0	-216	-1313	0	-313	263	1777	1250	2059	-10378	931	377	-309	492	43	-256.019989	0	-21.334999	12.	0.10861	-0.215636	-0.107658
60.017	11:53:39.778	59	120	1	2	0	1	0	4	3	90	0	1	0	101315.539062	0.7875	0.7875	800	153	-631	-2867	40489	0	0	-212	-7828	-1728	0	1	0	0.	31.2	0	59	0	3	8	170	60200	0	0	0	0	0	0	0	116452899	521378850	501223456	79183768	384211136	0	-1313	0	212	0	0	-825	537	-428	-38750	0	0	212	-1728	-7828	0.	0	0	0	0	0	0	0	0	-291	-2505	0	0	-7828	-1728	0	0	0	0	0	0	0	26214	57147	0	0	0	153	40489	-212	0	-212	-1313	0	-263	133	1830	1258	2036	-11580	-49	-353	-597	235	815	-255.396011	0	-21.283001	12.	0.131557	-0.201443	-0.104248
60.117	11:53:39.878	59	120	1	2	0	1	0	4	3	90	0	1	0	101315.0625	0.826875	0.826875	840	-781	515	-2924	-11010	0	0	-211	-7848	-1722	0	1	0	0.	31.2	0	59	0	3	8	170	60300	0	0	0	0	0	0	0	116452883	521378850	501223456	79183760	384211136	0	-1313	0	211	0	0	-695	589	-375	1480	0	0	211	-1722	-7848	0.	0	0	0	0	0	0	0	0	46	-1557	0	0	-7848	-1722	0	0	0	0	0	0	0	26214	57147	0	0	0	-781	-11010	-211	0	-211	-1313	0	-255	-89	1854	1276	1983	-12512	1069	593	972	-340	2615	-255.240005	0	-21.27	12.	0.143722	-0.168628	-0.09014
60.217	11:53:39.978	59	120	1	2	0	1	0	4	3	90	0	1	0	101314.765625	0.851484	0.851484	865	-894	-97	-1793	-61217	0	0	-214	-7869	-1720	0	1	0	0.	31.2	0	59	0	3	8	170	60400	0	0	0	0	0	0	0	116452866	521378850	501223456	79183752	384211136	0	-1313	0	214	0	0	-555	621	-265	60048	0	0	214	-1720	-7869	0.	0	0	0	0	0	0	0	0	-1033	563	0	0	-7869	-1720	0	0	0	0	0	0	0	26214	57147	0	0	0	-894	-61217	-214	0	-214	-1313	0	-244	227	1850	1335	1945	-11973	583	608	122	-1251	-475	-254.927994	0	-21.243999	12.	0.152452	-0.13724	-0.063671
60.317	11:53:40.078	59	120	1	2	0	1	0	4	3	90	0	1	0	101315.007812	0.831797	0.831797	845	-1824	-857	29	-61736	0	0	-216	-7869	-1720	0	1	0	0.	31.2	0	59	0	3	8	170	60500	0	0	0	0	0	0	0	116452866	521378833	501223456	79183752	384211136	0	-1313	0	216	0	0	-501	570	-288	61583	0	0	216	-1720	-7869	0.	0	0	0	0	0	0	0	0	-1671	356	0	0	-7869	-1720	0	0	0	0	0	0	0	26214	57147	0	0	0	-1824	-61736	-216	0	-216	-1313	0	-263	369	2024	1283	1991	-10634	-887	2040	-418	-688	-1455	-255.864014	0	-21.322001	12.	0.139167	-0.122208	-0.071071
60.417	11:53:40.178	59	120	1	2	0	1	0	4	3	90	0	1	0	101315.304688	0.807187	0.807187	820	-184	-1186	-262	-26480	0	0	-218	-7869	-1720	0	1	0	0.	31.2	0	59	0	3	8	170	60600	0	0	0	0	0	0	0	116452866	521378833	501223456	79183752	384211136	0	-1313	0	216	0	0	-468	570	-384	16841	0	0	216	-1720	-7869	0.	0	0	0	0	0	0	0	0	-999	-2510	0	0	-7869	-1720	0	0	0	0	0	0	0	26214	57147	0	0	0	-523	-16328	-216	0	-216	-1313	0	-348	359	1834	1261	1976	-10138	-441	1383	-557	231	-1072	-256.019989	0	-21.334999	12.	0.139632	-0.114307	-0.094334
60.517	11:53:40.278	59	120	1	2	0	1	0	4	3	90	0	1	0	101315.164062	0.818691	0.818691	835	-306	141	-1441	35868	0	0	-214	-7907	-1715	0	1	0	0.	31.2	0	59	0	3	8	170	60700	0	0	0	0	0	0	0	116452850	521378833	501223456	79183736	384211136	0	-1313	0	214	0	0	-422	616	-460	-30598	0	0	214	-1715	-7907	0.	0	0	0	0	0	0	0	0	-2122	-1285	0	0	-7907	-1715	0	0	0	0	0	0	0	26214	57147	0	0	0	-306	35868	-214	0	-214	-1313	0	-395	360	1931	1184	2033	-9074	-465	1760	-579	1085	-1094	-253.524017	0	-21.127001	12.	0.150879	-0.102783	-0.113037
60.617	11:53:40.378	59	120	1	2	0	1	0	4	3	90	0	1	0	101314.34375	0.887324	0.887324	905	-199	-823	-1867	38548	0	0	-215	-7907	-1715	0	1	0	0.	31.2	0	59	0	3	8	170	60800	0	0	0	0	0	0	0	116452850	521378833	501223456	79183736	384211136	0	-1313	0	215	0	0	-386	590	-472	-38291	0	0	215	-1715	-7907	0.	0	0	0	0	0	0	0	0	-669	-2949	0	0	-7907	-1715	0	0	0	0	0	0	0	26214	57147	0	0	0	-199	38548	-215	0	-215	-1313	0	-171	223	1902	1246	1919	-10393	1044	-304	-422	-902	-588	-251.35199	0	-20.945999	12.	0.145824	-0.095793	-0.115526
60.717	11:53:40.478	60	120	1	2	0	1	0	4	3	91	0	1	0	101314.710938	0.856406	0.856406	870	-1047	-555	-2146	1372	0	0	-214	-7969	-1704	0	1	0	0.	31.2	0	59	0	3	8	170	60900	0	0	0	0	0	0	0	116452816	521378833	501223456	79183712	384211136	0	-1313	0	214	0	0	-246	543	-354	-275	0	0	214	-1704	-7969	0.	0	0	0	0	0	0	0	0	371	-1565	0	0	-7969	-1704	0	0	0	0	0	0	0	26214	57147	0	0	0	-1047	1372	-214	0	-214	-1313	0	-181	0	1850	1309	1903	-10428	632	568	688	-135	1355	-254.772003	0	-21.231001	12.	0.13286	-0.0599	-0.08545
60.817	11:53:40.578	60	120	1	2	0	1	0	4	3	91	0	1	0	101314.609375	0.864746	0.864746	875	-373	293	-519	-34742	0	0	-217	-7969	-1704	0	1	0	0.	31.8	0	60	0	3	8	170	101000	0	0	0	0	0	0	0	116452816	521378833	501223456	79183712	384211136	0	-1313	0	217	0	0	-87	516	-297	35312	0	0	217	-1704	-7969	0.	0	0	0	0	0	0	0	0	650	-1069	0	0	-7969	-1704	0	0	0	0	0	0	0	26214	57147	0	0	0	-373	-34742	-217	0	-217	-1313	0	-130	189	1935	1272	1968	-9456	529	608	536	-645	65	-254.303986	0	-21.191999	12.	0.125684	-0.020734	-0.07257
